probe_name	type	model	description
NeuropixelsImec0	n/a	PRB_1_4_0480_1_C	"Neuropixels 1.0 probe with cap. Additional metadata: {""part_number"": ""PRB_1_4_0480_1_C"", ""port"": ""2"", ""slot"": ""2"", ""model_name"": ""PRB_1_4_0480_1_C"", ""manufacturer"": ""imec""}"
